it;exchange;exchange;exchange;exchangeRand;exchangeRand;exchangeRand;swap;swap;swap;inversion;inversion;inversion;scramble;scramble;scramble;randShuffle;randShuffle;randShuffle;add;add;add;addRand;addRand;addRand
459;37;1034,75;1008,3;36;1034,75;1005,84;31;1034,75;1007,45;22;1034,75;992,536;27;1034,76;974,223;37;1034,75;855,176;21;1034,75;1008,59;29;1034,75;1018,9
460;27;1034,75;1030,22;35;1034,75;1009,61;27;1034,75;1002,02;32;1034,75;997,269;25;1034,75;962,047;36;1034,75;853,418;29;1034,75;1018,83;29;1034,75;1012,07
461;31;1034,75;1017,27;25;1034,75;1005,88;26;1034,75;1017,06;25;1032,77;978,509;37;1034,75;972,443;37;1034,75;840,432;33;1034,75;1011,76;26;1034,75;1005,25
462;25;1034,75;1027,64;32;1034,75;986,677;21;1034,75;1010,04;29;1034,75;982,73;32;1034,75;977,159;39;1034,75;867,674;30;1034,75;1012,99;32;1034,75;1009,07
463;25;1034,75;1020,62;28;1034,75;1006,49;17;1034,75;1016,57;30;1034,75;987,156;45;1034,75;988,68;32;1034,75;828,089;35;1034,75;1007,02;28;1034,75;1012,52
464;31;1034,75;1023,98;29;1034,75;1004,59;33;1034,75;1011,67;31;1034,75;990,296;32;1034,75;985,048;36;1034,75;816,658;24;1034,75;1021,9;24;1034,75;988,203
465;23;1034,75;1006,25;30;1034,75;1004,53;21;1034,75;1017,19;24;1034,75;986,851;30;1034,75;986,152;39;1034,75;844,649;30;1034,75;1009,31;43;1034,75;999,088
466;22;1034,75;1012,57;28;1034,75;1006,04;24;1034,75;1002,52;23;1034,75;988,974;32;1034,75;971,399;46;1034,75;879,687;38;1034,75;1008,75;27;1034,75;1014,54
467;32;1034,75;1011,83;29;1034,75;1012,9;24;1034,75;1019,96;25;1034,75;973,335;36;1034,75;995,011;38;1034,75;856,603;30;1034,75;1013,43;26;1034,75;1012,91
468;30;1034,75;1011,5;37;1034,75;1002,57;23;1034,75;1015,39;29;1034,75;983,981;39;1034,75;984,422;29;1034,75;838,904;32;1034,75;1013,38;21;1034,75;1020,58
469;25;1034,75;1029,77;40;1034,75;998,623;28;1034,75;1016,45;21;1034,75;981,964;31;1034,75;995,944;41;1034,75;835,744;24;1034,75;1001,51;30;1034,75;999,652
470;19;1034,75;1028,84;28;1034,75;1003,44;30;1034,75;998,239;23;1034,75;977,876;34;1034,75;985,695;44;1034,75;885,301;32;1034,75;1002,34;30;1034,75;1009,69
471;15;1034,75;1027,6;28;1034,75;1000,27;31;1034,75;1007,11;23;1034,75;990,191;39;1034,75;995,218;37;1034,75;845,779;29;1034,75;1014,71;38;1034,75;1017,51
472;23;1034,75;1014,35;39;1034,75;1008,27;27;1034,75;1001,02;28;1034,75;990,074;27;1034,75;965,243;36;1034,75;837,507;31;1034,75;1017,24;29;1034,75;1014,86
473;20;1034,75;1018,28;26;1034,75;1001,73;21;1034,75;1012,9;39;1034,75;967,881;40;1034,75;983,748;28;1034,75;848,162;31;1034,75;1015,65;35;1034,75;997,473
474;20;1034,75;1020,47;33;1034,75;1007,39;25;1034,75;1018,72;23;1034,75;977,368;40;1034,75;982,625;34;1034,75;837,769;39;1034,75;1020,72;26;1034,75;1012,87
475;17;1034,75;1029,31;35;1034,75;1007,52;36;1034,75;1009,69;24;1034,75;989,371;38;1034,75;980,914;40;1034,75;846,774;30;1034,75;1007,94;20;1034,75;1002,86
476;21;1034,75;1010,69;21;1034,75;1002,07;31;1034,75;1009,16;34;1034,75;966,452;33;1034,75;990,731;37;1034,75;819,693;29;1034,75;1018,98;34;1034,75;985,772
477;36;1034,75;1029,66;34;1034,75;997,746;23;1034,75;1003,76;20;1034,75;969,972;33;1034,75;955,81;35;1034,75;853,824;32;1034,75;1021,08;27;1034,75;1008,82
478;27;1034,75;1030,47;21;1034,75;1009,94;30;1034,75;1015,47;33;1034,75;978,304;36;1034,75;980,422;36;1034,75;863,461;24;1034,75;1023,06;33;1034,75;996,425
479;23;1034,75;1028;44;1034,75;1005,07;21;1034,75;1019,29;25;1034,75;977,058;33;1034,75;972,93;26;1034,75;852,981;31;1034,75;1021,96;37;1034,75;1014,54
480;22;1034,75;1030,2;32;1034,75;1007,27;23;1034,75;1012,79;26;1034,75;980,424;49;1034,75;991,168;35;1034,75;847,656;22;1034,75;1010,14;31;1034,75;1016,21
481;27;1034,75;1012,1;26;1034,75;1012,3;37;1034,75;997,286;22;1034,75;968,727;44;1034,75;986,052;32;1034,75;876,053;23;1034,75;1022,22;29;1034,75;1015,41
482;28;1034,75;1028,39;39;1034,75;1016,5;25;1034,75;1009,37;24;1034,75;973,494;31;1034,75;987,049;31;1034,75;837,189;30;1034,75;1021,1;32;1034,75;1004,22
483;30;1034,75;1016,7;29;1034,75;1004,53;26;1034,75;1009,75;26;1034,75;998,973;33;1034,75;976,244;35;1034,75;883,4;31;1034,75;1014,36;30;1034,75;1016,76
484;17;1034,75;1033,45;35;1034,75;1015,27;23;1034,75;1017,83;23;1034,75;976,447;39;1034,75;982,643;47;1034,75;866,704;28;1034,75;1007,89;28;1034,75;1019,82
485;28;1034,75;1011,35;30;1034,75;1012;30;1034,75;1021,24;20;1034,75;1000,55;42;1034,75;988,648;39;1034,75;851,691;26;1034,75;1012,36;25;1034,75;997,642
486;32;1034,75;1024,82;27;1034,75;1008,76;32;1034,75;1013,06;25;1034,75;997,645;33;1034,75;981,058;35;1034,75;822,02;26;1034,75;1021,26;30;1034,75;1007,63
487;21;1034,75;1011,35;36;1034,75;1003,31;36;1034,82;1001,81;30;1034,75;968,364;39;1034,75;980,255;22;1034,75;886,011;22;1034,75;1002,94;34;1034,75;1008,95
488;25;1034,75;1029,31;33;1034,75;1010,74;29;1034,75;1015,34;26;1034,82;986,561;37;1034,75;981,652;34;1034,75;866,549;27;1034,75;1009;29;1034,75;1013
489;24;1034,75;1030,65;30;1034,75;1010,16;41;1034,81;1012,1;29;1034,82;989,803;36;1034,75;988,334;30;1034,75;892,383;31;1034,82;1010,49;19;1034,75;1014,08
490;25;1034,82;1029,47;31;1034,75;1009,78;23;1034,75;1018,27;31;1034,75;982,572;32;1034,82;993,114;42;1034,75;844,513;31;1034,75;1010,66;25;1034,75;1016,67
491;22;1034,82;1029,63;33;1034,75;993,729;33;1034,82;1016,11;22;1034,82;992,447;39;1034,75;986,073;31;1034,75;847,771;33;1034,82;1017,29;27;1034,75;997,769
492;18;1034,75;1030,46;29;1034,82;1011,92;33;1034,75;1020,29;25;1034,75;989,776;40;1034,82;982,087;31;1034,75;824,067;33;1034,82;1018,36;31;1034,75;1020,94
493;36;1034,82;1029,16;34;1034,75;995,882;20;1034,75;1009,01;40;1034,82;977,816;43;1034,82;976,893;20;1034,82;853,243;26;1034,82;1001,68;21;1034,82;1014,54
494;21;1034,82;1018,72;29;1034,82;1002,53;30;1034,82;999,485;27;1034,75;986,226;32;1034,82;998,714;39;1034,82;866,87;36;1034,82;1015,99;26;1034,82;1012,64
495;26;1034,82;1031,05;24;1034,82;1005,17;28;1034,82;1010,78;31;1034,82;993,82;29;1034,82;982,305;39;1034,82;848,816;31;1034,82;1010,75;32;1034,82;1020,52
496;26;1034,82;1018,4;30;1034,82;1013,29;22;1034,82;1001,41;25;1034,82;981,705;28;1034,82;997,745;33;1034,82;845,24;34;1034,82;1014,02;42;1034,82;1013,97
497;27;1034,82;1018,6;29;1034,82;1011,99;29;1034,82;996,67;18;1034,82;995,345;35;1034,82;992,043;41;1034,82;850,669;33;1034,82;1017,62;28;1034,82;1020,25
498;24;1034,82;1022,77;28;1034,82;1016,19;33;1034,82;1008,51;29;1034,82;967,224;28;1034,82;972,674;31;1034,82;863,092;27;1034,82;1022,95;40;1034,82;1011,62
499;23;1034,82;1020,96;35;1034,82;1006,69;30;1034,82;1007,9;25;1034,84;994,381;37;1034,84;995,838;37;1034,82;834,572;22;1034,82;1015;31;1034,82;1006,28
500;22;1034,82;1015,62;33;1034,82;1009,01;24;1034,84;1016,03;27;1034,82;986,044;46;1034,84;971,041;32;1034,82;831,457;31;1034,82;1002,05;25;1034,82;1019,18
501;27;1034,82;1014,16;26;1034,82;1000,56;27;1034,82;1019,42;22;1034,82;994,56;42;1034,82;975,57;33;1034,82;854,564;39;1034,82;1005,68;24;1034,82;1000,85
502;36;1034,82;1022,81;29;1034,82;1009,37;25;1034,82;1004,8;26;1034,82;973,955;32;1034,82;980,024;26;1034,82;833,542;28;1034,82;1023,68;38;1034,82;1016,37
503;23;1034,82;1023,24;32;1034,82;988,899;25;1034,82;1019,08;32;1034,82;972,189;36;1034,82;996;39;1034,82;841,332;26;1034,82;1018,01;27;1034,82;1021,53
504;19;1034,82;1029,17;49;1034,82;1000,76;16;1034,82;1014,96;31;1034,82;981,554;40;1034,82;995,039;27;1034,82;882,784;33;1034,82;1012,05;25;1034,82;999,814
505;30;1034,82;1023,87;33;1034,82;1010,15;27;1034,82;1020,57;28;1034,82;986,335;33;1034,82;983,171;36;1034,82;837,645;26;1034,82;1024,79;27;1034,82;1019,59
506;25;1034,82;1007,69;40;1034,82;1001,02;27;1034,82;1013,73;26;1034,82;994,96;30;1034,84;967,803;25;1034,82;849,382;40;1034,82;1017,68;27;1034,82;1006,66
507;28;1034,82;1032,27;25;1034,82;995,714;39;1034,82;1013,99;21;1034,82;988,316;37;1034,82;982,57;33;1034,82;857,42;32;1034,82;1014,06;25;1034,82;1007,75
508;29;1034,82;1027,27;32;1034,82;1016,51;31;1034,82;1002,24;25;1034,82;987,33;35;1034,82;988,943;31;1034,82;839,494;26;1034,82;1013,18;31;1034,82;1010,38
509;30;1034,82;1023,37;30;1034,82;1007,45;29;1034,82;1008,11;21;1034,82;973,503;27;1034,82;993,22;31;1034,82;820,473;44;1034,82;1023,09;28;1034,82;1012,88
510;20;1034,82;1031,1;37;1034,82;999,842;30;1034,82;1018,34;22;1034,82;977,258;27;1034,82;985,343;44;1034,82;838,144;28;1034,82;1016,59;32;1034,82;1004,81
511;28;1034,82;1016,62;20;1033,86;1000,37;27;1034,82;997,301;26;1034,82;978,645;45;1034,82;987,384;34;1034,82;851,245;32;1034,82;1017,08;28;1034,82;1004
512;25;1034,82;1019,42;21;1034,82;1005,31;26;1034,82;1012,58;29;1034,82;1003,02;32;1034,82;965,352;30;1034,82;864,529;39;1034,82;1018,21;38;1034,82;990,921
513;24;1034,82;1023,14;37;1034,82;1000,56;30;1034,82;1019,92;26;1034,82;1001,55;31;1034,82;977,728;37;1034,82;855,005;24;1034,82;1013,61;31;1034,82;1011,13
514;21;1034,82;1032,79;36;1034,82;1003,6;20;1034,82;1002,79;24;1034,82;981,86;38;1034,82;987,865;37;1034,82;846,632;32;1034,82;1023,62;32;1034,82;1018,07
515;27;1034,82;1014,74;30;1034,82;1008,89;20;1034,82;1006,66;19;1034,84;1006,41;34;1034,82;982,121;34;1034,82;845,904;48;1034,82;1020,28;28;1034,82;1005,7
516;29;1034,82;1026,88;25;1034,82;993,309;27;1034,82;1015,61;24;1034,82;973,489;39;1034,82;985,659;36;1034,82;865,319;21;1034,82;1023,84;39;1034,82;1004,02
517;25;1034,82;1015,12;29;1034,82;1004,28;24;1034,82;1019,06;17;1034,82;994,645;42;1034,82;974,22;33;1034,82;861,577;40;1034,82;1014,89;30;1034,82;1007,43
518;19;1034,82;1030,53;25;1034,82;1010,74;37;1034,82;1018,77;19;1034,82;991,631;33;1034,82;973,206;35;1034,82;845,781;43;1034,82;1020,15;29;1034,82;1013,26
519;32;1034,82;1024,53;31;1034,82;1001,35;31;1034,82;1008,22;23;1034,82;982,502;23;1034,82;985;30;1034,82;838,011;34;1034,82;1019,99;36;1034,82;1019,36
520;23;1034,82;1020,77;34;1034,82;1010,99;21;1034,82;1013,87;36;1034,82;990,47;39;1034,82;990,596;35;1034,82;863,934;26;1034,82;1024,56;26;1034,82;998,372
521;23;1034,82;1021,75;26;1034,82;1005,06;23;1034,82;1016,31;33;1034,82;984,583;36;1034,82;980,248;34;1034,82;855,348;35;1034,82;1020,25;30;1034,82;1021,98
522;34;1034,82;1023,26;26;1034,82;1019,78;31;1034,82;1012,57;28;1034,82;995,269;30;1034,82;965,292;32;1034,82;821,695;25;1034,82;1022,9;34;1034,82;1018,51
523;26;1034,82;1007,33;30;1034,82;1014,32;21;1034,82;1020,77;25;1034,82;957,342;41;1034,82;983,798;35;1034,82;855,084;38;1034,82;1008,19;24;1034,82;1010,03
524;29;1034,82;1030,46;29;1034,82;998,367;24;1034,82;1004,74;27;1034,82;988,439;37;1034,82;980,039;41;1034,82;847,433;29;1034,82;1023,1;24;1034,82;1020,11
525;26;1034,82;1014;38;1034,82;1004,79;23;1034,82;1012,05;22;1034,84;992,413;34;1034,82;999,472;40;1034,82;824,991;19;1034,82;1013,79;38;1034,82;1018,04
526;21;1034,82;1012,74;45;1034,82;1008,31;23;1034,82;990,128;25;1034,82;997,566;35;1034,82;973,491;30;1034,82;850,457;34;1034,82;1006,69;27;1034,82;1017,37
527;27;1034,82;1013,36;31;1034,82;998,881;22;1034,82;1022,61;33;1034,82;989,942;31;1034,82;992,431;31;1034,82;821,885;40;1034,82;1024,97;25;1034,82;1003,62
528;28;1034,82;1023,04;23;1034,82;1003,77;24;1034,82;1000,1;29;1034,82;972,776;37;1034,82;981,705;31;848,267;790,052;38;1034,82;1022,47;30;1034,82;1020,97
529;24;1034,82;1007,35;32;1034,82;1001,14;20;1034,82;964,663;24;1034,82;997,056;49;1034,82;977,761;29;1034,82;843,648;33;1034,82;960,966;29;1034,82;966,226
530;24;1034,82;1023,17;30;1034,82;1007,58;27;1034,82;1012,6;29;1034,82;989,305;41;1034,82;992,049;34;1034,82;861,986;28;1034,82;1018,64;27;1034,82;1021,72
531;31;1034,82;1024,45;32;1034,82;1014,68;24;1034,82;1019,62;23;1034,82;987,333;27;1034,82;982,287;48;1034,82;842,254;34;1034,82;1015,11;21;1034,82;1001,05
532;28;1034,82;1008,16;41;1034,82;1003,86;26;1034,82;1020,32;14;1034,82;974,828;40;1034,82;978,261;25;1034,82;858,903;40;1034,82;1017,56;26;1034,82;1004,15
533;24;1034,82;1028,4;43;1034,82;1003,15;32;1034,82;1013,06;18;1034,82;972,536;33;1034,82;980,476;37;1034,82;834,502;27;1034,82;1019,44;26;1034,82;1015,18
534;20;1034,82;1019,48;26;1034,82;995,157;29;1034,82;1016,6;34;1034,82;992,05;39;1034,82;989,529;35;1034,82;849,37;28;1034,82;1013,96;29;1034,82;1013,76
535;21;1034,82;1019,81;27;1034,82;1002,27;37;1034,82;1016,38;24;1034,82;979,554;35;1034,82;981,31;44;1034,82;891,547;32;1034,82;1026,42;20;1034,82;1009,41
536;27;1034,82;1017,69;33;1034,82;1012,02;25;1034,82;1019,58;30;1034,82;979,274;29;1034,82;987,079;38;1034,82;851,136;29;1034,82;1025,23;29;1034,82;1009,73
537;28;1034,82;1024,08;33;1034,82;1000,54;24;1034,82;1021;22;1034,82;998,013;24;1034,82;970,308;52;1034,82;831,623;33;1034,82;1010,75;24;1034,82;1010,19
538;26;1034,82;1030,64;24;1034,82;981,937;26;1034,82;984,719;35;1034,82;966,514;29;1034,82;987,508;33;1034,82;867,355;39;1034,82;1013,02;28;1034,82;991,761
539;22;1034,82;1027,4;28;1034,82;997,15;21;1034,82;1009,2;26;1034,82;999,066;44;1034,82;1008,81;50;1034,82;872,85;23;1034,82;1015,05;26;1034,82;1004,38
540;28;1034,82;1023,46;24;1034,82;1007,02;29;1034,82;1020,9;22;1034,82;987,747;35;1034,82;971,179;44;1034,82;824,074;29;1034,82;1013,98;29;1034,82;1016,23
541;25;1034,82;1014,06;35;1034,82;995,404;22;1034,82;1019,04;34;1034,82;986,034;38;1034,82;978,703;40;1034,82;842,073;23;1034,82;1007,87;23;1034,82;1019,01
542;27;1034,82;1016,01;33;1034,82;999,689;26;1034,82;1023,59;25;1034,82;972,984;41;1034,82;996,33;41;1034,82;845,082;26;1034,82;1017,33;21;1034,82;1001,59
543;31;1034,82;1017,75;31;1034,82;998,554;20;1034,82;1014,74;29;1034,82;973,491;31;1034,82;977,102;42;1034,82;858,028;28;1034,82;1024,85;28;1034,82;1013,55
544;20;1034,82;1020,24;23;1034,82;987,873;20;1034,82;1016,78;23;1034,82;965,013;40;1034,84;974,377;49;1034,82;875,671;36;1034,82;1021,04;29;1034,82;1015,88
545;23;1034,82;1021,06;37;1034,82;1003,46;28;1034,82;1010,87;24;1034,82;981,261;28;1034,82;986,318;45;1034,82;870,364;30;1034,82;1021,19;25;1034,82;1004,46
546;24;1034,82;1024,26;18;1034,82;1012,94;26;1034,82;999,75;19;1034,82;993,854;42;1034,82;984,425;44;1034,82;839,808;36;1034,82;1022,98;31;1034,82;1006,88
547;27;1034,82;1031,14;22;1034,82;1000,26;22;1034,82;1009,58;30;1034,82;969,219;38;1034,82;998,785;45;1034,82;880,282;27;1034,82;1001,21;29;1034,82;1008,54
548;21;1034,82;1021,61;34;1034,82;1011,43;21;1034,82;1019,82;22;1034,82;965,024;34;1034,82;972,516;45;1034,82;875,029;30;1034,82;1019,78;33;1034,82;1008,87
549;30;1034,82;1030,75;28;1034,82;1007,19;21;1034,82;1017,56;17;1034,82;983,161;48;1034,82;983,044;41;1034,82;861,928;31;1034,82;1011,92;24;1034,82;1001,49
550;29;1034,82;1029,6;24;1034,82;987,955;30;1034,82;1020,8;33;1034,82;983,046;28;1034,82;992,385;38;1034,82;870,175;27;1034,82;1009,37;31;1034,82;1010,25
551;21;1034,82;1032,31;22;1034,82;1013,42;30;1034,82;1018,22;25;1034,82;993,301;30;1034,82;982,508;47;1034,82;850,82;34;1034,82;1007,93;31;1034,82;1013,11
552;19;1034,82;1011,56;32;1034,82;1012,79;24;1034,82;1004,48;32;1034,82;984,661;32;1034,82;984,153;43;1034,82;868,694;22;1034,82;1015,68;36;1034,82;1012,76
553;28;1034,82;1022,22;30;1034,82;1012,85;38;1034,82;1015,38;23;1034,82;972,62;24;1034,82;986,423;46;1034,82;849,564;33;1034,82;1012,96;18;1034,82;1007,58
554;27;1034,82;1007,98;31;1034,82;999,009;27;1034,82;1005,83;23;1034,82;979,647;30;1034,82;965,914;49;1034,82;857,478;30;1034,82;1023,18;23;1034,82;1001,62
555;25;1034,82;1031,28;21;1034,82;1000,86;24;1034,82;1017,28;19;1034,82;982,468;40;1034,82;981,259;43;1034,82;846,666;37;1034,82;1006,65;31;1034,82;996,037
556;21;1034,82;1011,51;32;1034,82;1002,69;26;1034,82;1008,7;26;1034,82;989,523;38;1034,82;972,721;36;1034,82;854,452;39;1034,82;1023,18;22;1034,82;1011,92
557;31;1034,82;1022,42;30;1034,82;1008,24;17;1032,84;1001,9;27;1034,82;1004,34;37;1034,82;983,334;49;1034,82;854,82;28;1034,82;998,353;21;1034,82;1020,66
558;23;1034,82;1005,22;30;1034,82;1016,02;27;1034,82;994,436;29;1034,82;996,56;38;1034,82;986,439;43;1034,82;844,743;32;1034,82;1010,58;18;1034,82;998,357
559;27;1032,84;1021,54;31;1034,82;993,371;27;1034,82;1010,05;24;1034,82;993,399;42;1034,82;980,555;38;1034,82;836,6;23;1034,82;1015,47;28;1034,82;1010,52
560;22;1034,82;1002,71;42;1034,82;1001,78;21;1034,82;1018,83;19;1034,82;962,374;32;1034,82;977,073;39;1034,82;871,192;38;1034,82;1016,27;27;1034,82;1003,25
561;22;1034,82;1025,46;26;1034,82;1015,03;20;1034,82;1021,1;20;1034,82;967,486;40;1034,82;987,994;58;1034,82;858,456;26;1034,82;1014,35;28;1034,82;1009,62
562;19;1034,82;1013,61;24;1034,82;1000,29;22;1034,82;1010,12;26;1034,82;985,246;31;1034,82;965,552;44;1034,82;833,147;38;1034,82;1021,11;36;1034,82;1016,4
563;19;1034,82;1020,95;25;1034,82;1005,52;27;1034,82;990,866;21;1034,82;985,866;38;1034,82;978,109;49;1034,82;842,703;31;1034,82;1002,07;30;1034,82;1019,28
564;20;1034,82;998,749;30;1034,82;1001,4;20;1034,82;1011,13;28;1034,82;974,211;37;1034,82;977,391;46;1034,82;830,313;28;1034,82;1023,08;31;1034,82;1008,4
565;19;1034,82;1019,71;32;1034,82;995,846;28;1034,82;1004,25;25;1034,82;973,042;31;1034,82;964,674;45;1034,82;865,836;36;1034,82;1018,48;24;1034,82;1010,45
566;24;1034,82;1021,64;24;1034,82;1012,43;34;1034,82;1013,25;28;1034,82;990,277;33;1034,82;985,619;27;1034,82;872,464;34;1034,82;1015,91;36;1034,82;1000,29
567;22;1034,82;1020,51;27;1034,82;1016,27;17;1034,82;1011,51;24;1034,82;980,385;37;1034,82;1000,86;57;1034,82;866,637;29;1034,82;1020,06;27;1034,82;1018,77
568;20;1034,82;1007,07;34;1034,82;1011,81;20;1034,82;1002,49;23;1034,82;974,111;42;1034,82;990,731;54;1034,82;853,679;24;1034,82;1007,26;23;1034,82;1003,86
569;27;1034,82;1018,2;30;1034,82;1013,33;31;1034,82;1003,12;23;1034,82;976,042;38;1034,82;969,061;37;1034,82;822,545;29;1034,82;1005,18;25;1034,82;1006,46
570;18;1034,82;1005,37;29;1034,82;996,272;31;1034,82;1011,98;25;1034,82;973,83;38;1034,82;987,02;43;1034,82;837,726;22;1034,82;1022,47;34;1034,82;995,008
571;23;1034,82;1018,59;32;1034,82;1000,19;27;1034,82;1001,52;21;1034,82;975,506;33;1034,82;989,493;49;1034,82;860,485;32;1034,82;1014,61;23;1034,82;992,34
572;19;1034,82;1028,88;32;1034,82;1012,13;18;1034,82;1003,91;32;1034,82;976,674;30;1034,82;980,092;46;1034,82;849,653;33;1034,82;1015,54;30;1034,82;1014,34
573;18;1034,82;1031,73;31;1034,82;1010,65;28;1034,82;1020,65;15;1034,82;989,512;36;1034,82;997,031;49;1034,82;837,332;29;1034,82;1001,3;34;1034,82;1004,25
574;32;1034,82;1019,54;27;1034,82;992,119;24;1034,82;1007,57;28;1034,82;974,913;35;1034,82;984,02;45;1034,82;858;22;1034,82;1005,1;27;1034,82;999,448
575;28;1034,82;1017,37;31;1034,82;1002,78;22;1034,82;1003,4;28;1034,82;986,634;43;1034,84;977,714;32;1034,82;882,081;24;1034,82;1025,94;32;1034,82;1006,02
576;25;1034,82;1029,83;31;1034,82;1017,66;27;1034,82;1003,81;28;1034,82;982,962;32;1034,82;980,317;43;1034,82;835,66;37;1034,82;1022,32;17;1034,82;1017,55
577;25;1034,82;1031,5;29;1034,82;1001,17;20;1034,82;984,615;36;1034,82;975,157;39;1034,82;980,271;49;1034,82;839,465;26;1034,82;1015,79;16;1034,82;1016,06
578;24;1034,82;1028,1;39;1034,82;1000,25;25;1034,82;1006,59;23;1034,82;985,195;39;1034,82;981,26;39;1034,82;873,863;18;1034,82;988,392;33;1034,82;980,487
579;23;1034,82;1020,78;34;1034,82;1006,07;25;1034,82;1010,89;23;1034,82;990,58;31;1034,82;983,503;47;1034,82;839,983;26;1034,82;1022,48;31;1034,82;1009,65
580;23;1034,82;1005,95;19;1034,82;979,68;24;1034,82;1003,11;28;1034,82;997,161;31;1034,82;987,269;46;1034,82;863,326;38;1034,82;1020,61;31;1034,82;1007,43
581;22;1034,82;1029,41;41;1034,82;1006,96;26;1034,82;1008,42;17;1034,82;995,292;33;1034,82;972,43;42;1034,82;870,482;24;1034,82;1024,91;35;1034,82;1002,69
582;35;1034,82;1030,18;30;1034,82;1011,58;21;1034,82;1006,67;21;1034,82;984,196;32;1034,82;971,142;48;1034,82;865,911;25;1034,82;1020,6;28;1034,82;1007,58
583;21;1034,82;1018,95;23;1034,82;1005,35;23;1034,82;1013,77;28;1034,82;997,861;33;1034,82;967,871;51;1034,82;855,485;38;1034,82;1020,5;23;1034,82;1008,55
584;24;1034,82;1029;36;1034,82;1008,71;28;1034,82;1014,52;21;1034,82;997,583;32;1034,82;985,192;48;1034,82;857,001;27;1034,82;1005,91;24;1034,82;992,26
585;25;1034,82;1022,91;33;1034,82;1004,89;20;1034,82;1003,64;31;1034,82;965,687;34;1034,82;974,414;36;1034,82;883,561;31;1034,82;1020,79;30;1034,82;1009,94
586;23;1034,82;1018,28;32;1034,82;1012,62;19;1034,82;1008,8;24;1034,82;984,612;38;1034,82;980,985;42;1034,82;857,453;23;1034,82;1024,41;39;1034,82;1014,47
587;23;1034,82;1030,76;27;1034,82;996,204;28;1034,82;1020,82;18;1034,82;1004,7;34;1034,82;982,58;41;1034,82;871,355;41;1034,82;1006,21;28;1034,82;1006,36
588;25;1034,82;1022,45;35;1034,82;1008,67;24;1034,82;1014,91;26;1034,82;991,171;39;1034,82;996,348;45;1034,82;851,686;22;1034,82;1007,78;24;1034,82;1013,64
589;20;1034,82;1030,71;35;1034,82;995,654;33;1034,82;1014,87;23;1034,82;997,872;31;1034,82;996,848;47;1034,82;855,411;29;1034,82;1000,06;22;1034,82;999,696
590;22;1034,82;1020,36;32;1034,82;1008,7;25;1034,82;1013,92;36;1034,82;988,527;31;1034,82;982,735;33;1034,82;857,489;33;1034,82;1012,94;28;1034,82;999,295
591;18;1034,82;1023,12;27;1034,82;1008,01;19;1034,82;1007,37;21;1034,82;971,951;32;1034,82;994,563;55;1034,82;855,335;31;1034,82;1025,6;37;1034,82;1013,67
592;25;1034,82;1030,54;28;1034,82;990,06;29;1034,82;996,206;29;1034,82;976,738;29;1034,82;988,975;54;1034,82;824,635;24;1034,82;1003,29;22;1034,82;1016,6
593;22;1032,84;993,173;31;1034,82;1001,34;29;1034,82;1004,28;16;1034,82;980,401;36;1034,82;956,322;43;1034,82;851,729;33;1034,82;1011,22;30;1034,82;1020,4
594;23;1034,82;1006,04;32;1034,82;1003,89;21;1032,8;1013,98;29;1034,82;986,28;33;1034,82;999,901;46;1034,82;827,246;27;1034,82;1010,86;29;1034,82;1014,71
595;31;1034,82;1021,86;32;1034,82;993,803;23;1034,82;1005,26;17;1034,82;980,869;22;1034,82;981,515;61;1034,82;881,825;26;1034,82;1015,51;28;1034,82;997,729
596;18;1034,82;1031,94;19;1034,82;1007,44;29;1034,82;1012,24;28;1034,82;970,031;39;1034,82;982,939;47;1034,82;853,942;35;1034,82;1023,6;25;1034,82;1014,01
597;27;1034,82;1029,35;26;1034,82;990,96;29;1034,82;995,031;17;1034,82;997,034;33;1034,82;996,262;58;1034,82;842,198;23;1034,82;1004,86;27;1034,82;1022,45
598;20;1034,82;1022,74;40;1034,82;1009,12;29;1034,82;983,141;26;1034,82;957,981;33;1034,82;996,729;38;1034,82;866,603;22;1034,82;994,558;32;1034,82;1005,74
599;25;1034,82;1028,55;36;1034,82;1008,98;21;1034,82;990,475;25;1034,82;967,839;33;1034,82;973,653;60;1034,82;869,63;22;1034,82;1023,55;18;1034,82;1021,24
600;27;1034,82;1012,3;29;1034,82;993,624;21;1034,82;1009,78;23;1034,82;998,543;44;1034,82;988,668;39;1034,82;855,544;29;1034,82;1017,3;28;1034,82;1015,01
601;23;1034,82;1022,37;25;1034,82;996,167;25;1034,82;1009,84;20;1034,82;987,892;34;1034,82;993,976;52;1034,82;855,09;26;1034,82;1026,68;35;1034,82;1016,6
602;25;1034,82;990,01;38;1034,82;989,985;28;1034,82;1019,41;26;1034,82;1014,29;27;1034,82;974,115;42;1034,82;880,778;21;1034,82;1014,48;33;1034,82;1015,17
603;23;1034,82;1021,67;31;1034,82;1013,29;31;1034,82;1018,6;35;1034,82;990,29;38;1034,82;989,544;38;1034,82;840,481;28;1034,82;1003,3;16;1034,82;1010,94
604;22;1034,82;1020,6;30;1034,82;1009,07;24;1034,82;1008,4;29;1034,82;980,135;30;1034,82;1001,01;43;1034,82;838,529;35;1034,82;1010,41;27;1034,82;1001,47
605;25;1034,82;1031,23;30;1034,82;988,874;20;1034,82;1019,63;29;1034,82;978,991;31;1034,82;975,888;52;1034,82;864,882;23;1034,82;1025,25;30;1034,82;1012,98
